store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,url_key,thumbnail,gift_message_available,url_path,custom_design,options_container,image_label,small_image_label,thumbnail_label,page_layout,msrp_enabled,msrp_display_actual_price_type,product_static_block,ingredients,retail_price,suitable_for,targeted_age,website,ss_product_id,status,visibility,is_recurring,product_survey_set,custom_review_set,review_result_set,sample_size_set,free_delivery,sample_set_nculdes,product_size,targeted_gender,price,cost,special_price,msrp,description,meta_keyword,short_description,custom_layout_update,where_to_buy,special_from_date,special_to_date,custom_design_from,custom_design_to,news_from_date,news_to_date,expiry_date,launched_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Default,simple,"131,043",SAM000066,0,ready to eat sausages - 40g chicken blackpepper sausage,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Ingredients: Chicken Meat, Potato Starch, Sugar, Isolated Soy Protein, Salt, Seasoning [Salt, Wheat, Sugar, Caramel, Acetic Acid, Flavour Enhancer (E631, E627), Flavourings, Dextrose], Flavour Enhancer (E621), Blackpepper, Phosphates [E451(i), E450(ii)], Worcestershire Sauce (Malt Vinegar, Molasses, Sugar, Salt, Anchovies, Tamarinds, Onion, Garlic, Spices, Flavouring), Garlic, Palm Oil, Seasoning [Salt, Maltodextrin, Flavour Enhancer (E621, E631, E627), Cornstarch, Sugar, Chicken Meat & Fat, Yeast Extract, Soy Sauce, Palm Fat, Spices, Flavourings (Contains Wheat, Egg, Soy)], Chilli Oil, Potassium Sorbate (E202) Allergen Advice: Contains Soy, Wheat, Fish, Egg",$1.35 / stick,Protein Snack & Ideal Companion For Meal,12 & Above,https://www.facebook.com/ballgus.sg,2796,Enabled,"Catalog, Search",No,,,,,No,1 stick of 40g Chicken Blackpepper Sausage,1-day supply,U,0.0000,0.0000,0.0000,,,,,,7eleven Singapore,,,,,,,"Sep 30, 2014","Mar 7, 2014 12:00 AM",90,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,ready to eat sausages - 40g chicken blackpepper sausage,0,simple,,
admin,base,Default,simple,"131,043",SAM000067,0,ready to eat sausages - 40g chicken sausage,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Chicken Sausage Ingredients: Chicken Meat, Potato Starch, Sugar, Isolated Soy Protein, Soy Sauce, Salt, Phosphates [E451(i), E450(ii)], Flavour Enhancer (E621), Garlic, Seasoning [Salt, Maltodextrin, Flavour Enhancer (E621, E631, E627), Cornstarch, Sugar, Chicken Meat & Fat, Yeast Extract, Soy Sauce, Palm Fat, Spices, Flavourings (Contains Wheat, Egg, Soy)], Potassium Sorbate (E202) Allergen Advice: Contains Soy, Wheat, Egg",$1.35 / stick,Protein Snack & Ideal Companion For Meal,12 & Above,https://www.facebook.com/ballgus.sg,2797,Enabled,"Catalog, Search",No,,,,,No,1 stick of 40g Chicken Sausage,1-day supply,U,0.0000,0.0000,0.0000,,,,,,7eleven Singapore,,,,,,,"Sep 30, 2014","Mar 7, 2014 12:00 AM",93,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,ready to eat sausages - 40g chicken sausage,0,simple,,
admin,base,Default,simple,"131,043",SAM000068,0,emotion lotion spf15 for men,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,,,,,754,Enabled,"Catalog, Search",No,,,,,No,1 Travel Size Of Beauty Credit Emotion Lotion For Men SPF 15,None,,0.0000,0.0000,0.0000,,,,,,"Vivocity, IMM, AMK Hub, Jurong Point",,,,,,,"Dec 12, 2013","Jun 8, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,emotion lotion spf15 for men,0,simple,,
admin,base,Default,simple,"131,043",SAM000069,0,orange vita essence emulsion,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,,,,,671,Enabled,"Catalog, Search",No,,,,,No,1 Travel Size Of Orange Vita Essence Emulsion,None,,0.0000,0.0000,0.0000,,,,,,Nil,,,,,,,"Mar 5, 2012","Jan 25, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,orange vita essence emulsion,0,simple,,
admin,base,Default,simple,"131,043",SAM000070,0,ac t line deep cleansing foam,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,,,,,677,Enabled,"Catalog, Search",No,,,,,No,2 Sample Packs Of AC-T-LINE Deep Cleansing Foam,None,,0.0000,0.0000,0.0000,,,,,,Nil,,,,,,,"Jun 23, 2012","Feb 2, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,ac t line deep cleansing foam,0,simple,,
admin,base,Default,simple,"131,043",SAM000071,0,wrinkle hydro essential skin and  wrinkle hydro pure emulsion,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,Nil,All Skin Types,All,Nil,2080,Enabled,"Catalog, Search",No,,,,,No,1 Travel Size Of ALONIQUE PLUS WRINKLE HYDRO ESSENTIAL SKIN AND 1 Travel Size Of ALONIQUE PLUS Wrinkle Hydro Pure Emulsion,None,F,0.0000,0.0000,0.0000,,,,,,Not available,,,,,,,"Jul 4, 2012","Aug 23, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,wrinkle hydro essential skin and  wrinkle hydro pure emulsion,0,simple,,
admin,base,Default,simple,"131,043",SAM000072,0,skinrescue emulsion,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"AWS -11 Complex (Apple Extracts, Omega3&6, ProVitamins, Squalane) ",,,,http://www.bellaskin.com.sg ,1139,Enabled,"Catalog, Search",No,,,,,No,1 Travel Size Of SkinRescue Emulsion,None,F,0.0000,0.0000,0.0000,,,,,,"thesamplestore.sg, http://ebeauty.gbil.com",,,,,,,"Jun 23, 2012","Aug 1, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,skinrescue emulsion,0,simple,,
admin,base,Default,simple,"131,043",SAM000073,0,skinrescue cream,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"BioWhite (Mulberry, Blackberry, Scutellaria Baicalensis, Saxifraga, Grape) + DSBC (Silanediol Salicylate)",,,,http://www.bellaskin.com.sg ,1138,Enabled,"Catalog, Search",No,,,,,No,1 Travel Size Of SkinRescue Cream,None,F,0.0000,0.0000,0.0000,,,,,,"thesamplestore.sg, http://ebeauty.gbil.com",,,,,,,"Oct 29, 2011","Aug 1, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,skinrescue cream,0,simple,,
admin,base,Default,simple,"131,043",SAM000074,0,skinrescue mask,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,GP4G (Marine Plankton Extract)+ Hyaluronic Acid,,,,http://www.bellaskin.com.sg ,1149,Enabled,"Catalog, Search",No,,,,,No,1 Travel Size of SkinRescue Mask,None,F,0.0000,0.0000,0.0000,,,,,,"thesamplestore.sg, http://ebeauty.gbil.com",,,,,,,"Oct 29, 2011","Aug 1, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,skinrescue mask,0,simple,,
admin,base,Default,simple,"131,043",SAM000075,0,3d sheet mask marine collagen (moisturising),,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,2.90 each,All Skin Types,All,Nil,2586,Enabled,"Catalog, Search",No,,,,,No,1 Retail Size of Benico 3D Sheet Mask Marine Collagen (Moisturising),None,U,0.0000,0.0000,0.0000,,,,,,Watsons,,,,,,,"Dec 31, 2013","Oct 19, 2011 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,3d sheet mask marine collagen (moisturising),0,simple,,
admin,base,Default,simple,"131,043",SAM000076,0,3d sheet mask bulgarian rose (whitening),,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,Nil,2.90 each,All,All,Nil,2587,Enabled,"Catalog, Search",No,,,,,No,1 Retail Size of Benico 3D Sheet Mask bulgarian rose (whitening),None,U,0.0000,0.0000,0.0000,,,,,,Watsons,,,,,,,"Oct 25, 2013","Oct 25, 2011 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,3d sheet mask bulgarian rose (whitening),0,simple,,
admin,base,Default,simple,"131,043",SAM000077,0,cleansing sebum lotion,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Water, isostearic acid PEG-8 glyceryl, DPG, BG, myristate isopropyl, hydrogenation polyisobutene, ethyl hexanoic acid cetyl, glycerin, isostearic acid PG, laurate PEG -12, hyaluronic acid hydroxypropyl trimonium, PEG-6 (capryl / capric acid) glyceryl, citric acid, citric acid Na, capryl glycol",16.90/300ml,All Skin Types,All,NIL,2626,Enabled,"Catalog, Search",No,,,,,No,1 Week Supply of Bifesta Cleansing Sebum Lotion,1-Week Supply,F,0.0000,0.0000,0.0000,,,,,,"Watsons, Guardian, Sasa, Meidiya and Nishino Pharmacies",,,,,,,"Jan 22, 2015","Jun 4, 2013 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,cleansing sebum lotion,0,simple,,
admin,base,Default,simple,"131,043",SAM000078,0,bioderma sensibio h2o,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"WATER (AQUA), PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, PROPYLENE GLYCOL, CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT, MANNITOL, XYLITOL, RHAMNOSE, FRUCTOOLIGOSACCHARIDES, DISODIUM EDTA, CETRIMONIUM BROMIDE.",,,,,678,Enabled,"Catalog, Search",No,,,,,No,1 Sample Size of 10ml BIODERMA Sensibio H2O (non resealable - open sample can be kept standing for s,None,,0.0000,0.0000,0.0000,,,,,,"Dermatologists and selected Guardian Pharmacies (Centrepoint, Paragon, Jurong Point, IMM, Parkway, V",,,,,,,"Mar 22, 2012","Feb 1, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,bioderma sensibio h2o,0,simple,,
admin,base,Default,simple,"131,043",SAM000079,0,sensibio h2o,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"WATER (AQUA), PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, PROPYLENE GLYCOL, CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT, MANNITOL, XYLITOL, RHAMNOSE, FRUCTOOLIGOSACCHARIDES, DISODIUM EDTA, CETRIMONIUM BROMIDE.","15.90/100ml, $29.90/250ml, $39.90/500ml",All Skin Types,All,"www.bioderma.com, https://www.facebook.com/BiodermaSingapore",2714,Enabled,"Catalog, Search",No,,,,,No,3 Travel Tubes of Sensibio H2O ,6-days supply,F,0.0000,0.0000,0.0000,,,,,,"Guardian, Nishino Pharmacy",,,,,,,"Oct 14, 2015","Oct 14, 2013 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,sensibio h2o,0,simple,,
admin,base,Default,simple,"131,043",SAM000080,0,sebium h2o,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"WATER (AQUA), PEG-6 CAPRYLIC/CAPRIC GLYCERIDES, PROPYLENE GLYCOL, CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT, MANNITOL, XYLITOL, RHAMNOSE, FRUCTOOLIGOSACCHARIDES, DISODIUM EDTA, CETRIMONIUM BROMIDE.","15.90/100ml, $29.90/250ml, $39.90/500ml",Oily and combination skin types,All,"www.bioderma.com, https://www.facebook.com/BiodermaSingapore",2715,Enabled,"Catalog, Search",No,,,,,No,3 Travel Tubes of Sebium H2O,6-days supply,U,0.0000,0.0000,0.0000,,,,,,"Guardian, Nishino Pharmacy",,,,,,,"Oct 11, 2014","Oct 16, 2013 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,sebium h2o,0,simple,,
admin,base,Default,simple,"131,043",SAM000081,0,marvel mask,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Deionised Water, Isopropyl Myristate, Glycerin (UPS Grade 99.5), Propylene Glycol, PVA 226, Titanium Dioxide, Propyl Paraben, Bio Energy Fluid, Mineral Powder, Biogel, Chitosan, Bio Mineral Essence, Methyl Paraben, Ganoderma, Ginseng, Angelicae, Lycium, Fragrance.",-,After Burn,-,-,303,Enabled,"Catalog, Search",No,,,,,No,1 Miniature Tube Bio-essence Marvel Mask,4-days supply,M,0.0000,0.0000,0.0000,,,,,,"Major Departmental Stores, Watsons, CK, John Little",,,,,,,"Jun 23, 2013","May 19, 2013 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,marvel mask,0,simple,,
admin,base,Default,simple,"131,043",SAM000082,0,bio cell repair rejuvenating serum with pine pollen,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"deionized water, cyclomethicone and dimethiconol, isohexadecane, lentinus edodes extract, propylene glycol, glycerin, ginseng (panax ginseng) extract, lycium barbarum fruit extract, ganodema atrum extract, sodium chloride, 1,2-hexanediol, betaine, methylpropanediol, sodium hyaluronate, cyclopentasil",28.00/40ml,Dry & Dehydrated Skin,All,http://www.bioessence.com.sg/,324,Enabled,"Catalog, Search",No,,,,,No,5 Days Supply of Bio cell repair rejuvenating serum with pine pollen,5-days supply,U,0.0000,0.0000,0.0000,,,,,,"Major Departmental Stores, Watsons, CK, John Little",,,,,,,"Oct 14, 2013","Jun 24, 2010 12:00 AM",4,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,bio cell repair rejuvenating serum with pine pollen,0,simple,,
admin,base,Default,simple,"131,043",SAM000083,0,skin white revitalizing exfoliator with pine pollen,,,,,,,No,darlie-all-shiny-white-charcoal-clean.html,,Block after Info Column,,,,,,,,"Deionized Water, Ganoderma, Ginseng (Panax Ginseng) Extract, Arbutin, Hdyotis Diffussa Extract, Cordyceps Sabolifera Extract, Tocopheryl Acetete (Vitamin E), Lentinus Edodes Extract (Bio-energy Fluid), Alpha Hydroxy Acid, Caprylic/Capric Triglycerides, Dimethylsilloxane Polymer, Carbomer, Rice (Oryza Sativa) Powder, Bioflavoniod (Bio Mineral Essence), Royal Jelly Powder, Methylparaben,Fragrance, Propolis Extract, Pine Pollen, Aloe Vera (Aloe Barbadensis) Leaf Extract ",,,-,-,336,Enabled,"Catalog, Search",No,,,,,No,1 Product Card<br>1 Sachet Bio-Essence Skin White Revitalizing Exfoliator with Pine Pollen,None,,0.0000,0.0000,0.0000,,,,,,"Major Departmental Stores, Watsons, CK, John Little",,,,,,,"Jun 23, 2012","Jun 24, 2010 12:00 AM",0,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,0.0000,1,0,1,0,1,0.0000,1,0,0,0,1,skin white revitalizing exfoliator with pine pollen,0,simple,,
